,user_id,business_id,text,date,compliment_count
48242,7qGe49__QqCpk8ZYOm7W8w,s_CFR6l-ecfGZ3tw16PJDQ,phone number is 412.771.1030,2018-09-26 13:39:54,0
48246,v85lG0H5yoI52k3g10T3Mg,NFTOaufaF6oHsshUROAp8g,"Best Italian food around! Family owned, and delicious homemade recipes.",2015-12-05 23:05:54,0
48253,0BxF-X_WBAoL6Zk46RzhYQ,B5ObTJUb7fwMsa4UMU5XDw,They deliver in and around the Municipality that is Murrysville...and don't be afraid to try their wings...they're good!,2016-10-05 17:44:17,0
48264,x4g0aLq1BuoKk4Wtwwr-dg,2qTT_zT99eHT4XqEJTOKLA,Great Pizza!,2012-12-18 18:44:58,0
48290,Kw8ziiUHe4Kbti4mQTLZ-g,iVijDgb-EHrG7oXsyT0mCQ,"Waited an hour and a half for delivery on a Thursday night. Called after an hour of waiting and the manager told me if they're not there in 5 minutes, call me back and I'll refund you. What do you know, exactly 5 minutes later they show.  Cold pizza and warm salad. Thanks a lot.",2017-03-17 01:40:40,0
48301,wurAOktmUxvpOeOhkkg_Bw,nsw3tlB-hwz4KbPYcuaSww,"90 seconds to delicious! Great crispy crust, I ate the whole darn pie. Will  definitely be back for more, can't wait to try the buffalo mozzarella.",2013-09-25 17:03:30,1
48308,oPQAJEiJnRrD0Km5RlKmtw,lop2cMZ8mml0PqY1epavbA,"It's a great concept, and the decor is awesome!!!",2017-01-24 04:00:24,0
48329,q7kb0GVCWOdORhOrRfkxbw,T45qonnG40PTVex3Ua2Q9w,Love the atmosphere. Great quality food! Wonderful drink selection.,2017-09-09 19:01:30,0
48341,mRtsHoBq6usmJWpe6xsAWQ,Y4vnA8okdRLoFOKSTWVd2g,People with the bad reviews are crazy! Best Italian food in town! There is a reason they have been around for over 40 years when other chain restaurants are closing.,2014-01-08 21:56:17,0
48351,yMCul2anyFnGGo7VCCYrZA,zWdO_P10pQlBKL95gYC_iw,Food = good. Service = pathetically slow.,2012-11-18 18:06:00,0
48362,RKqTGZDDoax4yobmLtmvlg,YgHp9MdZ1vVdYyMEro4TtQ,"Watch out the broccoli tempura is huge! It is also very tasty, so get it!",2013-08-01 23:14:55,0
48369,ZLD9DGhfwh5Bp4sOUjvOEw,XBY5WCikRpzboqwLc8CcBg,Tuesday is 1/2 price wine bottle AND 1/2  steaks!! This is going to be our new fav!!  They have a limited wine menu but a good variety of red & white.,2019-05-07 23:45:37,0
48370,k6DANkUHpf2NvDUGcd_Q3Q,hr0vxeTzlHx6fTpSSmu2AA,"excellent food..but loud. however, the food far outweighed the loudness",2019-05-11 23:04:44,0
48372,YwzmDiRJQ6MjBoDcEgXg_w,TEXUVhF-G_v2Sxwqti8HQA,Stay away from anything on the menu.,2013-10-18 03:23:42,0
48378,IpReaQYuXO_nB07xnkHuNw,r2BP0Irh63hqYUDSZd0ijQ,"Busy but a few tables open, food is wonderful",2010-11-20 23:18:20,0
48392,vaNvEgtznFwSPDNkbM7hjA,lK_iVjCur58if_XcbENGqg,Mmm,2010-07-24 15:25:19,0
48393,6uVmVn4SGikSCltSKr-aaQ,AKQbrvRBZvU5kB9Ut4gVkg,Tiramisu and Limoncello shot...delicious!!,2014-12-24 04:13:09,0
48396,royL3mfw4TOy76BRJDj8qg,BcLFIr4wtd3GQ3fnz15yDQ,"Low ceilings + crammed seating = EXTREMELY LOUD SPACE!!
I would not recommend going with a large group, because you will not be able to hear everyone.",2018-05-26 15:53:11,0
48453,3rmSDTPc61LJTxU5CKUNOw,lo-GEcfXVGrDSDLtR5gI5w,Pizza unbelievable in every way!!!,2014-04-01 05:35:24,0
48466,Is4a0FiiPULygEEafPwjzA,lwLd3mQRtzywaf0ndkyOmQ,"I love this place and I order all the time. Service Is inconsistent, the male manager is awesome the female not so much.",2013-04-23 00:56:32,0
48497,ycYaA6wmFE30T4ba14N0Tw,8XXSAS4xX81nUE4yPVtIiA,Easy peasy,2018-11-18 19:12:57,0
48520,w5aFZ5SxEg4Hl3cd8PlARA,2_SYH1dmiXbHGIeQZVKLyw,1/2 off speciality pizzas (both sizes) Friday and Saturday night 9-11p,2019-08-31 01:10:18,0
48537,1W3_JUSkH5tsrIWdIXoK-w,xw2mHGjTOs-VheN8707czQ,Fire. Closed.,2011-05-12 13:05:17,0
48539,5ieSTYGXs76CcstX-SzwCQ,ik5eS5kHpz7KVNLJCpJkXA,No tip. Manager told me to go shop somewhere else because I complained about my order being wrong.,2018-02-08 00:49:33,0
48573,EoKg8T8HbcpTos9cUVyfFQ,w4a6TuFWArSc29dB51rPNA,"Late night menu is limited, but still delicious",2012-05-05 04:44:16,0
48574,H4W1CyyrU3Ru3rcSMkCG7g,q0PH5CjXSdmpL-LLgCNdeA,Cash or check only! No credit cards.,2014-05-21 17:57:05,0
48576,fmzIm7RxEdii5Jz44PtO7g,z4EIzLJlGd7gyje1Q_hKtw,Pittsburgh Magazine reports changes in the Galley. Supper will be leaving April 30 th. Which came first from Philip M of Smallman Galley will go in its place.,2019-04-17 16:20:21,0
48582,E3O-fUv7HwQnMK6jqmlG8A,OThAF-lt6d7jY-pB1ajWPg,Good food. Very nice and friendly.  Good drinks,2018-11-15 00:19:39,0
48598,PI9oF1mco7H6xQSQly7ujg,pSAoDrxX7Q5VRe-7gpDpOw,Don't go on a Friday or Saturday. Just isn't worth the drive. You can't park on most of the road and good luck finding a parking spot that someone isn't saving. The beer is good don't get me wrong. Just not worth the drive.,2019-10-04 23:34:13,0
48601,QuLMz9jLUPTCM4OX9VBIHg,rrysQBMgpCqhDZuM34vvwg,If you want an incredibly savory pizza get Blue Pig!!,2018-05-30 00:35:42,0
48631,H_-K6erSJYtzg3ZEvOg3EQ,w4a6TuFWArSc29dB51rPNA,Fuck yes.,2011-09-17 00:48:36,0
48686,jiPiMaNJyEwXO5YKriw49g,h7Mw3lNMGttGNlNs68Bucw,Excited tix try salad,2013-10-04 21:59:42,0
48693,agXJ2q1yxRupMSBCT-FFXA,CnmhEiSGkIgUdFGN-rpaHw,Sweet and savory sauce. Very tasty.,2013-11-12 18:43:33,0
48702,EoKg8T8HbcpTos9cUVyfFQ,mY9tk1ZVMf9Zco9SaXMk6Q,Happy hour on weekends!,2012-05-06 20:30:38,0
48709,eRIpOn5NMhXwUiH5zAYvJg,irwDkp2eMP2x-4MfunRt8g,Huge portions of average food. Also super pricey for how average it is.,2017-05-26 22:56:44,0
48736,HgeE8guC565OELCyWLmY6w,5Y18eps2VRmnXaBgzoKW_A,My crust was dark  brown and the pizza was bitter,2015-05-10 06:01:23,0
48822,eVBJgxQg-XRMImQFYwta-Q,bFJ7deZsWKgFF1oyPIDP6A,"Great place for pizza, subs, appetizers, and more!",2019-10-12 16:49:20,0
48826,fmzIm7RxEdii5Jz44PtO7g,z4EIzLJlGd7gyje1Q_hKtw,Guapo featuring New Mexican cuisine is expected to replace El Lugar in June,2019-04-17 16:44:10,0
48841,XgovvWi4l6R6iPiPZMBtAg,mEnJaayTlrP1WYPBWNhkUg,Good hometown food!,2014-12-29 20:56:14,0
48861,79Vv70bMS1JC9ASCg4dWqg,0YyuKpGOmWs1LJF5kRKd0Q,Carry out and delivery only. No dining room,2014-08-20 22:54:35,0
48862,KImDfKRpLV1vv7in15gehg,Gm---0O1y_4TAQAl5qKvqQ,"They have appetizers and now 10"" pizzas",2017-02-10 02:18:29,0
48867,eVBJgxQg-XRMImQFYwta-Q,YTyAiyMYjJrsLqf8ErsRzg,Cheeseburger sub.  That is all.,2016-10-30 22:00:45,0
48881,A0Tkq4VV8dD6t8NbBxvBPA,o9pydbXW9aT7Hry_z8wbeQ,Avoid the pierogies.,2012-02-25 18:06:37,1
48882,NHrQczSELMQPU0yhlqfz7w,pzLXZ0qeiRilQ3vM-gS1wg,Gross! Old! Bland flavored dishes!,2014-07-30 07:29:12,0
48903,BxyzMzUjuJGLBjO_Hjqp5A,wBwXSItcxp2D5Kf8taZDNg,Happy hour daily from 5-7pm. Lots of drink specials and 1/2 pricing on house wine and beer.,2018-08-30 02:05:56,0
48914,6XJrBy1DtlHvzeAAAT2ltQ,Vh_7bnBfhePLw7obsuK0Lw,Fun for cheap drinks and yummy bar food. Bring cash only take cards over $10. Great local crowd.,2013-10-18 20:38:11,0
48916,LnxWoHJ3vnI8lTGXDoYAGQ,OKGfGPx3AJOw6ohrIXM-yg,Great pizza!,2015-10-19 11:25:05,0
48925,gFsqraWQfG46ohVFRg_d3A,Eg_M8eeu9SDEdbP7iUmVbQ,Good coffee at brunch,2014-12-07 03:08:12,0
48943,5JHfi_9U4l4fWc7-6OQzgA,QjAa1btsfKXKCorXeb20Vg,"I'm sorry, but this is probably my least favorite pizza I have ever had (including frozen). But somehow, the fried chicken is absolutely fantastic. Go figure!",2018-07-24 03:18:31,0
48947,BKRnVgocUSlBJTbR9Elulg,F56TiSa71Tk4PIQ0HN8oag,"Not sure why they let in dogs on the patio. In the hour and a half we were there last night, a dog spilled a pitcher of water, another flipped out at the sight of a passerby mutt and yet a third puked all over the patio. Lost my appetite. Thanks, management....",2019-05-07 22:13:36,0
48955,M3l41fkOhS8qGD-LnRJLYQ,ckbDWYPT8TP7etP0WHU2Yg,"No greeting. No acknowledgement. 
Forgot the arugula. Pizza on the soggy side.",2017-10-15 18:51:28,0
48964,0BxF-X_WBAoL6Zk46RzhYQ,je5h9jV38Wpist76omY_Pw,The parking lot here is a jumbled mess...drive carefully and watch for pedestrians...they're everywhere!,2016-10-05 17:49:13,0
48975,rI1d_pVACJKczzlTuXt47Q,MkITdtEYh1ocu7uCJ9R4cA,First no salad bar. Wings are awful. Hard bread. Thin crust hard to eat.,2015-11-01 20:54:41,0
49020,0KuR1ceCQ5xdvYZrHH5BWw,sMzNLdhJZGzYirIWt-fMAg,Be aware that you can only get meatballs on the first floor. The second floor is more of a full menu and pizzas. The third floor is a rooftop bar,2019-10-03 01:08:05,0
49031,7uvfAKXezRXrLWNo1VZWbA,NFTOaufaF6oHsshUROAp8g,Lunch hour is busy ... Come before 12 if possible,2011-03-29 16:07:52,0
49045,uPPU0Y2Eu44Av4zqexGaGg,hUCujBvgttk5jNh_uQwi2Q,Best. Hoagies. Best. Everything.,2016-04-16 21:09:29,0
49070,q3dIqTQTC_PFk95q_aEhHw,KLEq6wOySURxlZtgl88Ztg,Interesting Taco Salad. .. with the only meat being a frozen hamburger ripped into pieces. What the heck?,2016-02-27 20:12:47,0
49080,Vp7oB4f3mJNcsuHQNjWWew,BcLFIr4wtd3GQ3fnz15yDQ,A perfect gem..... DELICIOUS and welcoming !!,2018-07-22 18:45:36,0
49093,mK-muLy9-EFuLapKZJZoDg,1KRnx1P4gYlkpmezGTERaA,Best. Night. Ever.,2012-02-27 03:43:18,0
49102,71CKkVHNT7RFmeUpHOcliw,JE3SRhAGqZrAzs0gMm5cIA,Good pizza and great cinnamon bread.,2017-08-09 23:35:32,0
49123,ipDRBZ7qsj9CdO2zuqWGMQ,WSOFs-EA7vhT4JoHDJz4ew,The cheesy bread sticks are awesome. Best in Strongsville.,2018-05-08 01:21:14,0
49125,K1rq2vtUmwxs8GWZPF8XeA,z1a9e7jV9zSIN2fWPHekqQ,Not open on Mondays despite Yelp saying otherwise. At least not tonight!,2019-08-19 23:46:56,0
49154,CbmNBkKa9QKNxPiN_whFUw,WKlMFUCGI7dCysGkFLWvaQ,Tiramisu and spicy meatah ballz!,2011-09-25 18:58:36,0
49158,3oKtLdAO138VHY8KTlpXuQ,hNCKIrMJSacjMiWVwRb_YQ,Pizza and service are awesome. Slightly overpriced though.,2018-02-23 16:46:54,0
49167,L5dKFysiA53KMxAshNTb0w,38aN0fB_zHtkw1kb3lSj8g,Favorite pizza in Pittsburgh and every Monday buck a burger! And the fries are great! Made from potatoes when you order them. Just like the Fair!,2013-08-06 00:41:18,0
49198,q3ZMwaNFzKLkA6eSQPawpw,x-ZnHkRIhpGwZ_7VwiKlRg,Amazing. A must try.,2016-06-27 21:36:25,0
49315,UmV9Zn_aVrp9MQxXl_pRXQ,9xjAQ9VlK6e46xy_iLzXqg,The food here is always fantastic ! Bread and evrythings very delicious!,2014-02-20 02:36:57,0
49319,PPWgWNotqVgDwTOySVX9dw,k9wv5-0u8q4S75MIaTX6aA,The chicken bacon ranch pizza is YUM,2013-07-31 01:11:12,0
49342,L2YAm8I79qrnzYc9yaOa0g,gWEDp0DURMjR-RfnDfTQrA,Food is always undercooked.,2014-05-07 13:33:06,0
49397,_ekUMPGWf4QB5uj6yAvGIw,YhBigRwAFdRPIQxWDjZOrQ,Please see my review for the absolutely rude/horrible service ive had with Slice... I'm done with them I will never order from that place again.,2017-12-05 22:09:53,0
49425,ulQ8Nyj7jCUR8M83SUMoRQ,dAa0hB2yrnHzVmsCkN4YvQ,Happy hour 5-7 Monday - Friday,2016-10-12 21:53:38,0
49435,p1Xmf7pWH1Ku24mYjy447A,sMzNLdhJZGzYirIWt-fMAg,such a fun spot! love the atmosphere! it's a little pricey but totally worth it!,2018-07-28 14:18:53,0
49463,d5WLqmTMvmL7-RmUDVKqqQ,h98IJqWW0wVxwoLV03Azfw,They make their own teas and lemonades,2018-07-29 23:08:07,0
49469,5ieSTYGXs76CcstX-SzwCQ,ik5eS5kHpz7KVNLJCpJkXA,Took over an hour for six wings and a six pack. WTF?,2017-09-14 22:44:12,0
49487,60IVUw1Rfzz-IE7EiAoUEw,hxedolqDRVlKA_iOoI09Ng,Tacos come with chips... no substitutes... salad = full price,2016-04-16 01:07:10,0
49493,shtTK2s3HkN1D0SfTIuAlA,-R2z2womJA-NCA2Pbz181g,"Blaze t
 Wrote me see previous review.just down right bad.",2017-08-17 21:55:45,0
49499,AYarmqNQXDpUdZIL-jSXtw,t5brsnbGm3STdN4zrhZtFA,New location. Great pizza. Has seating. Friendly patrons,2017-06-09 21:35:14,0
49514,uRLFJ9g49I5EmBxvyWo7vA,s_CFR6l-ecfGZ3tw16PJDQ,"Very good Pizza 
Steak hoagie is so good
The workers are very nice",2018-05-17 03:41:05,0
49532,jQYBEx46STPB6UnJ6dYKkQ,kmq0Y15icHK36kpJyho_Zw,My new favorite local spot for pizza and other quick foods since I moved to the North Hills. I love that I can place an order via yelp!,2017-02-12 18:29:08,0
49540,wVrBjyAsLjqzNKBu4IHwyQ,Uda-CqNfow8Gh4rgtdhJZg,"Great pizza, and friendly staff. Always delivers faster than they say they will.",2017-11-12 22:07:07,0
49547,K4xSZCmFMQGz3aUSr6gXWQ,ZkzutF0P_u0C0yTulwaHkA,Amazing sweet sauce! Awesome and friendly service.,2017-09-05 21:21:06,0
49556,lGlQmvyw2X7R43bxwyT7tQ,mY9tk1ZVMf9Zco9SaXMk6Q,Very nice place. The food was amazing !,2014-11-08 13:32:59,0
49561,eJbN3c794MNnV5cKHBoTnQ,pSAoDrxX7Q5VRe-7gpDpOw,"The menu changes often, the food is exceptional. Try it all!",2017-08-08 21:13:45,0
49572,EMfD7LPr04ATYaJ2E5fx3w,sYf2auhosrx8trbyP9nGyw,Mmmmmmm,2014-08-15 05:27:41,0
49587,lf1m4CbheuUR7fFZoLGRvA,kd4PwIjtWK2Lx0wUcovo5A,Best New York Style Pizza in Cleveland!,2011-11-27 00:22:04,0
49595,1fBZy5_5CgT9ZK-bpbizLw,F5Mh9ufSdE1P8ZZk6wzn4w,Online ordering!!,2018-02-17 17:27:31,0
49600,hLVq7VSJBHZwqurwWoCmpg,fiRbomFAAtfTYOTTtnDUcA,"Used to love it, then hated it, then gave it another shot and am glad we did! Yummy pizzas and boneless wings... And even if they are busy, the bartender was awesome at tending to her guests",2013-11-03 20:31:05,0
49617,SQz4dTwmWHYvQlMh3z8Rgg,cTPdZ9Va0HCLESf5gNnXwA,"GO DURING THE HOLIDAYS! They decorate the entire place for Christmas - trees, lights, Santas, and presents galore!",2018-12-27 05:40:28,0
49656,135DbbQnr3BEkQbBzZ9T1A,Eg_M8eeu9SDEdbP7iUmVbQ,Out of all seasonal adult beverages and sodas?!?,2015-04-22 20:51:56,0
49663,s4BgZ9tRRPKxjUcOJcyomA,h98IJqWW0wVxwoLV03Azfw,The staff here are so incredibly friendly and welcoming! You can't help but leave here with a smile!,2017-01-08 00:05:46,0
49666,XiI5xGq5FxWIwDnc58geVw,CS2oAjAiFrJiG2HUtKJUHQ,Great NEW Happy Hour Food & Beer Specials!!,2019-01-04 02:05:10,0
49688,Z7T0-IaL6tSxUlRJbL2sng,j4Ms51MtI4arORwaICNfCw,Horrible service! I called to talk about my order that was delivered at least an hour and a half late and not completed correctly and the woman hung up on me. I called back and she did the same thing again. Will never return and will suggest new customers to never purchase low grade pizza from them.,2012-12-23 02:24:24,0
49696,GxkY7BqazkQu6I9HBDpbqQ,JbnNk6do3aHF3Kr1bX4HzQ,i-l-l ...,2010-10-23 18:12:26,0
49700,uTBeZCW6nSsuPgqScbf-0Q,Iam7tYWhssw_rscSBkeRIQ,Best pizza in the Burgh and the Italian salad is amazing..The wings are great also,2014-12-17 00:22:55,0
49708,fmzIm7RxEdii5Jz44PtO7g,4l56EXyCWwPlPXcX9qq-jw,Credit card accepted at $10.00 or more purchase,2017-10-24 15:37:21,0
49715,0tC5OOTuwvPGnnqhPCoRSw,3zq4mRDOhZ9Ku1vRQdFsxQ,The secret is the distilled water they use for their dough!,2014-08-22 01:06:10,0
49731,NJqmAzerpbAIC0-VBclwgA,Y4vnA8okdRLoFOKSTWVd2g,Steak sandwich...yum,2011-11-05 16:28:28,0
49756,P5UBR8DA-UBxTF5-9uWCSw,R13VkcyUIU3xG2fRFbBvBA,pewter mug salad - the best!,2015-05-13 16:09:19,0
49765,zCNkLqHEImSxUlhljSXKEg,NoF90rswXBHESSyDaWeKKA,"Reservations are 6+ only, but the wait wasn't very long when we went. Pasta was homemade and amazing! The desserts were even better.",2014-11-16 02:07:10,0
49773,135DbbQnr3BEkQbBzZ9T1A,GnPXUkEvX5M0YR_PVGhWgg,Much better pizza than Vocelli's or the national chains.,2015-05-22 03:30:01,0
49786,BLzD9wKv7fhAHWKnUCzd1w,fiRbomFAAtfTYOTTtnDUcA,Happy Hour Monday-Friday 4:30pm-6:30pm all beers on tap are half off. Great deal for craft beer lovers.,2016-01-26 06:13:53,0
49792,Pe5eoZvuQYif9-jPfrFSTQ,RThuRlhMdowhtY8vITEIzQ,Cash only and the Squirrel Hill location does not deliver. But the Mt. Lebanon location does depending on your location.,2016-03-06 04:38:37,0
49801,shtTK2s3HkN1D0SfTIuAlA,7K8XwCNaNhYYpg59DQqguw,Service sucks  food sucks over priced.,2018-02-18 17:36:32,0
49831,i6nzTfZ8TRckJOGgZIpr5Q,XM2qN3PiQbfSYo6zmHgSlQ,"If you even look slightly young, but have a legal ID, they're going to eyeball you the whole time. Uncomfortable.",2014-06-29 04:53:06,0
49851,8q6PZzKm79kmRgHZDhZOVg,Y1AyPfNDzNhEpUsfuYP_lA,Cheap pizza . I'd have to be broke and lose my taste buds to try it again.,2017-03-31 08:32:14,0
49867,flnWW0wLzfsoutP8v97FhQ,de2E6-wKURd0RLJaq8mrTg,Waited over 30mins for pick up And still waiting really,2014-02-09 02:37:13,0
49876,sr696bqeUXLr7rB3iIvQlQ,7xHbnGo4MXFkBm6gYSu_xg,get the white pizza. it was fabulous!,2018-07-13 01:31:22,0
49890,Ry2eEdDFbB3jCd-puLq0bg,ZL-4ejIO3DCgSsdRWwsX-A,Pizza by the slice rocks.,2014-03-11 05:06:53,0
49896,fTMq1sHrQLeLQWfOGnsOuQ,crBw_Hq3gCkppirgjnIl4A,Yeti spaghetti.   Delicious comfort food.,2019-11-09 03:45:58,0
49905,dUGwfQfKYiM3qWt-FvVPZQ,kd4PwIjtWK2Lx0wUcovo5A,Really solid pizza for North East Ohio.,2016-10-17 02:26:07,0
49907,LUlKtaM3nXd-E4N4uOk_fQ,8xrwjD-Udv7cm_emVcVo3A,"Mushroom Pepper Steak Hoagie
No Grilled Onions
Lettuce
Hot Peppers 
Cheese Whiz
That will be the best decision you've made all day",2013-06-15 21:33:54,0
49926,bpxNpONZq1Px6gV-VS49sw,PLrbeJWuPlk4d0773xJ7AA,This location appears to be permanently closed.,2017-05-29 19:20:21,0
49928,TdbTpjfhOUeTCVBX9evLkw,MJHSWSh9Ixusz8t_VdL3qA,"The side salad has pasta salad on top, it's delicious!",2018-04-22 22:21:14,0
49946,Lfv4hefW1VbvaC2gatTFWA,8mbKCukydyekK0d4ZHVI0A,Next to Baskin Robbins & Dunkin Donuts.,2018-05-03 18:23:55,0
49956,3uA4WiG7DkCQP798QEs-Gw,gae9LAyt7Qvf_OgAkWASxA,Seriously the worst restaurant I've ever been to. Worst service and experience ever. Wow,2015-11-12 08:34:42,0
49965,c2IHF94GckokBUIy2fUulA,hxedolqDRVlKA_iOoI09Ng,Horrible hostess tonight!  Will never return!,2017-02-12 04:15:28,0
50024,yRKigT6QljbO--QYjOX1xw,ZUvAR3I1uhC27zQFcRXumw,Get the dry Cajun and Caribbean rubbed wings.,2016-07-27 02:30:20,0
50042,KgmNR7n0H9wbBIlY_CEh5Q,TEXUVhF-G_v2Sxwqti8HQA,"Had an awesome waiter, ask for Brad! Smokey applewood BBQ chicken pizza is where it's at!",2013-07-19 23:59:24,0
50070,uPxY3FjK-ESxiwUJ_kpbfg,oglIZt5mg2nErhpTH_AakQ,Great food! Delicious!!!,2011-02-17 02:40:27,0
50072,hy4uEHgITEfzxrXzyDhCRg,9fH0ow907crGLmPnHFeI0A,Friday fish fry for your lipps!!,2015-03-27 22:13:15,0
50084,nOr3_aq60yivqgcso_iDMw,w4a6TuFWArSc29dB51rPNA,Nice happy hour specials,2016-03-31 20:39:05,0
50087,1s3O5T4_iKkPfka4dNn_4g,SJjSUTQGn9e0b-RMQfE_Gg,The best Hawaiian pizza!!!,2018-11-03 14:17:27,0
50092,jJMTawMRTsupZIrnnGsqgw,F_ylMGAY1khjuuvMd5pgsQ,Best Pizza in Mentor.,2015-08-17 23:27:47,0
50109,mgATqCm1J7n9gdrhXxPXjA,O54jXbKjZte4qVYabYjGjg,Best home made Italian food in the area!,2014-08-17 19:40:10,0
50130,J3bmWesIvJKLNWll_ntN_g,djW8gh3JJ-__NCxx1YQaHg,Believe the reviews. This place is good!,2014-02-25 02:34:52,0
50143,3R3wbFhMhT-wVVtuOttHMw,NN6HpdvQlGZUVjBwzhgUWQ,How hard would it be to open the patio? It's over 70 degrees outside for crying out loud!,2013-05-02 21:58:07,0
50144,yfK0Od09W_D5jzXBzRgnlA,38aN0fB_zHtkw1kb3lSj8g,Omfg pizza...,2011-04-02 20:58:52,0
50166,BKRnVgocUSlBJTbR9Elulg,FwS2grX_4u879hzjfYFakg,Excellent Valentino salad but the place is a tad overpriced and the tables outside were dirty. I'll be back though.,2013-09-11 17:08:03,0
50168,BMg2oMZMrRS_Ndixgrxmng,cfMqHwJc4qgdIL6oew9EJQ,Awesome Pizza!,2019-08-01 17:09:09,0
50182,4r33dXcE1oYZxjONrhxTiA,YBddInm3xP6k9iOowm1EHw,Dang! Dinette leftovers are quite delicious for movie night!,2013-04-28 01:52:47,0
50190,B_4cl4IGRqYb0wQSe-rYjQ,cJREFoHP-dAYmwDzfWOHbA,Girls at the counter are nice,2014-03-04 17:43:37,0
50196,73mPy0pv3grD5uq_6oRGzQ,oPvYovnl06fy5W0e51zjMQ,"Fries awesome!!! Whiskey BBQ is solid! Great Pizza & shipwreck burger & quality whiskey selection. However, your alcohol beverage might sit empty for a solid 10 minutes, bartenders seem to preoccupied with their cell phones than making money or servicing the guests.",2013-07-19 15:48:24,0
50204,HxxxA1Pa2mB4Cn_7Hg-FiA,8qNOI6Q1-rJrvWWD5Btz6w,Love this place!,2015-07-12 14:18:56,0
50205,ZSoruGLYTNQ6yDhH4WoFiQ,CipRVpM7YzsE-9U9wf2YNQ,The have a new menu everything is great really suggest you trying it out,2014-05-28 23:51:36,0
50220,2v9iQ6V3w1s2WeavqqGt-g,EB2dsz1v7px2C_dFXOV3ew,the gelato is fantastic. Pizza smells good...looking forward to trying it.,2011-07-02 21:00:56,0
50268,A-3deFc7bCIvOKUk77J2Bw,Nuiy-WMpPQxMKQlpI0CxSQ,really good pizza. great crust. and they have a drive thru,2018-09-06 17:23:45,0
50300,NJqmAzerpbAIC0-VBclwgA,TEvCRTMnOYwQ9Up9lWXxfA,Free breadsticks with Yelp check in!,2017-01-28 19:32:36,0
50303,NDfcFPPzHqvnCu9rEg2GfA,ZliwQrjUnAosBLM8W_bsGQ,Go on the first Wednesday of the month. They donate a portion of proceeds that day to the Goodman Community Center's food pantry.,2014-11-06 03:06:26,0
50312,M4akx9J4s3TFt7txMfb3Vg,SuMi4hxed5qk-M8IklFg8Q,Save room for dessert!,2015-07-23 18:37:14,0
50318,mU045JCwKNnHhg4EImbLPA,7LzhLKAwS7PHUvaPIW833A,Love the italian food. One day might try the pizza,2018-05-12 20:41:56,0
50336,Lfv4hefW1VbvaC2gatTFWA,dYlBcBLp3KY5Tc78d8k0ow,A couple of new tables & chairs along the wall counter. Makes it hard to get in & out door. Need to take about 3 chairs out to help access.,2017-02-24 17:45:00,0
50348,3kqF3fgD60tYyGpp7K3WGQ,Xra1TtWtf069Am5hHWs3Ug,I finally found a good pizza place in Lakewood,2015-08-01 16:03:18,0
50377,Deu-J9VHXUzrwp125zp9Rw,0dcNFXs5yMj1n2RtkgIoHg,Not really a place to eat inside.  Place your order and take it home!,2019-07-09 00:59:07,0
50421,shtTK2s3HkN1D0SfTIuAlA,-R2z2womJA-NCA2Pbz181g,The old wendys where vinnys is now was better and whole lot cheaper,2017-08-22 13:54:08,0
50444,ILk5Y4wPNW-7y0_As-xI6A,iWLNyADtZsORV58bttRrBQ,"They have a great happy hour here! Small pizza $5, wine pour $4 and some other great deals. Mon-Thurs 4-7p",2018-02-28 02:45:56,0
50445,fmzIm7RxEdii5Jz44PtO7g,ckbDWYPT8TP7etP0WHU2Yg,They have a buy one get one free pizza with YELP check in,2019-10-03 21:41:32,0
50467,8utjl9I8sFLIaiEQdyexmA,jW4-bGuymLGlB9OBsTq3TA,Great food and great service.,2018-05-13 03:52:34,0
50475,nOcP-0PIg4REFX4JeR49aw,J9f-9Prw2YVM-fiZqv2fmQ,Bathroom scared me so I left without ordering,2012-11-22 13:32:47,0
50488,ZLS7cwa1UplSB8nRrwrHIQ,hz8mFMIQxQNLKE5rYmg6zQ,New burger place on McKnight Road.,2015-12-08 21:22:38,0
50492,1SKl4GkKxKmLU-0yz4PZpg,ivugOYd-QcXVEfnm1OyqZA,Awesome pizza!,2012-07-19 04:25:52,0
50507,rpEw2bdG-IZOtkVTT6BCEA,pSAoDrxX7Q5VRe-7gpDpOw,"Great food, better beer, reasonable prices and also very kid friendly.",2016-04-23 23:02:18,0
50512,Kb_KHBZcl2iLtY9-V3cifA,XvyC03LtX2KPF1Thoa1HQA,The pizza by the slice deals come with one topping add at that cost. They over add the topping too,2015-12-21 01:45:02,0
50521,0tC5OOTuwvPGnnqhPCoRSw,GO6HVcOtwuIOSzys6Qut9w,No longer serving ham and beef items. :/,2019-01-30 01:06:54,0
50536,pNCZjUdWLKwiU8mabX4R6g,mqDh5Nr01wNP-1sPcwxAcQ,Our favorite pizza in the whole world. Just fantastic!,2017-05-23 00:31:45,0
50545,DtzguIRjy-oRbrwVidAxQQ,Iam7tYWhssw_rscSBkeRIQ,"A Love Poem for Fiori's:
Ooey gooey pizza pie,
You're the apple of my eye.
I love you more than any guy
Don't tell my husband, kthxbye!",2016-04-14 18:51:50,0
50566,GMKoemATfrXg1deaXxt2jA,WtO8eoYmrc2_8kuXanug2Q,Good place to eat after a bike ride on the GAP trail. I especially like the honey crisp chicken salad.,2016-10-04 23:30:27,0
