,business_id,name,address,city,latitude,longitude,stars,review_count,categories,Alcohol,Ambience,BikeParking,BusinessAcceptsCreditCards,Caters,GoodForKids,HasTV,NoiseLevel,OutdoorSeating,RestaurantsAttire,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsReservations,RestaurantsTakeOut,WiFi,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Ambience_casual,Ambience_classy,Ambience_divey,Ambience_hipster,Ambience_intimate,Ambience_romantic,Ambience_trendy,Ambience_upscale,BusinessParking_garage,BusinessParking_lot,BusinessParking_street,BusinessParking_valet,BusinessParking_validated,BusinessParking,GoodForMeal,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_dessert,GoodForMeal_dinner,GoodForMeal_lunch,GoodForMeal_latenight
357,YH6hDo64_CfCcSBuCAivlg,Pizza Hut,3747 Route 22 Hwy E,Pittsburgh,40.437386,-79.78701740000001,2.0,9,"Restaurants, Italian, Pizza, Chicken Wings",,,,True,False,True,True,,False,,True,True,True,True,,11:0-23:0,11:0-22:30,11:0-23:0,11:0-22:30,11:0-22:30,11:0-22:30,11:0-22:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
358,Cpsx6c52u6AoeP-8ezH9OQ,Pizza Oven,5417 Monona Dr,Madison,43.0601787,-89.32664229999999,2.5,50,"Pizza, Restaurants",full_bar,casual,True,True,,True,True,average,False,casual,True,True,False,True,free,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,True,False,False,False,False,False,False,False,False,False,False,False,False,,lunch,False,False,False,False,True,False
359,6ceiDk3BwxhXd2XtTWOX4g,Fire Truck Pizza Company,13200 York Delta Dr,Cleveland,41.317978000000004,-81.7606713,5.0,3,"Food, Pizza, Caterers, Restaurants, Local Flavor, Yelp Events, Food Trucks, Event Planning & Services",None,,,True,True,True,True,,,,False,,True,False,no,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,,,,,,,,,,,,,,,,,,,,,
360,ZUkboDzajRkpz-OqhXdVIw,Euro Gyro,2773 Front St,Cleveland,41.147429951,-81.4700808004,2.0,9,"Sandwiches, Burgers, Restaurants, Pizza",,,,True,,True,,,,,True,,False,True,,11:0-3:0,16:0-1:0,11:0-3:0,13:0-18:0,16:0-2:30,16:0-1:0,16:0-1:0,,,,,,,,,,,,,,,,,,,,,
361,Ms17VRbhM5Et6OEZnAUyxg,Sauced Wood Fired Pizza,21984 Lorain Rd,Cleveland,41.4420035406,-81.8638411341,4.5,66,"Sandwiches, Street Vendors, Restaurants, Food, Pizza, Food Trucks, Italian",None,casual,True,True,True,True,False,average,False,casual,False,True,False,True,free,11:0-21:0,,11:0-21:0,12:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dessert,False,False,True,False,False,False
362,dgG4shOIEdpv8ZLkRaAYug,Voodoo Brewery Cleveland,2279 Lee Rd,Cleveland,41.4976165001,-81.5649056062,4.0,8,"Food, Bars, Breweries, Restaurants, Nightlife, Pizza, Beer, Wine & Spirits, Wraps, Burgers, Pubs",full_bar,,True,True,,,False,,True,,,,,True,free,11:0-0:0,15:0-23:0,11:0-0:0,11:0-20:0,15:0-23:0,15:0-23:0,15:0-23:0,,,,,,,,,,,,,,,,,,,,,
363,RzVHK8Jfcy8RvXjn_z3OBw,Romeo's Pizza,134 E Aurora Rd,Cleveland,41.313682,-81.53365079999999,3.5,12,"Pizza, Restaurants",None,,True,True,False,True,True,quiet,False,casual,True,False,False,True,no,10:0-23:0,10:0-22:0,10:0-23:0,11:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
364,JePAAhbOLBDI74VeePOBKw,Slice On Broadway,108 E Main St,Pittsburgh,40.4074789626,-80.0865172595,4.0,81,"Sandwiches, Restaurants, Pizza, Food",None,casual,True,True,True,True,True,average,False,casual,True,True,False,True,no,11:0-22:0,0:0-0:0,11:0-22:0,12:0-20:0,11:0-22:0,11:0-22:0,11:0-22:0,True,False,False,False,False,False,False,False,True,False,True,False,False,street garage,dinner lunch,False,False,False,True,True,False
365,NoF90rswXBHESSyDaWeKKA,Proper Brick Oven & Tap Room,139 7th St,Pittsburgh,40.4435995,-80.0003448,4.5,676,"Pizza, Food, Italian, Beer, Wine & Spirits, Bars, Restaurants, Nightlife",full_bar,casual trendy classy,True,True,False,False,True,average,True,casual,False,True,True,True,no,11:30-0:0,0:0-0:0,11:30-0:0,11:0-22:0,11:30-23:0,11:30-23:0,11:30-23:0,True,True,False,False,False,False,True,False,True,False,True,False,False,street garage,dinner lunch,False,False,False,True,True,False
366,Fw6-Sturc0Z9ZJlkPO_Gxw,Pizza Booyah,37111 Euclid Ave,Cleveland,41.629350200000005,-81.4210238,4.5,19,"Pizza, Food, Restaurants",None,,True,True,,True,True,average,False,casual,True,True,False,True,,11:0-20:0,,11:0-20:0,,11:0-20:0,11:0-20:0,11:0-20:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,lunch,False,False,False,False,True,False
367,6J_0rYlC04QF3e0Onjtg0A,Romeo's Pizza,176 Great Oaks Trl,Cleveland,41.0501273973,-81.7310026012,2.5,6,"Pizza, Restaurants",None,,False,True,True,True,True,quiet,False,casual,True,True,False,True,no,10:0-23:0,10:0-22:0,10:0-23:0,11:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
368,Pccg1shSg7RQAXedGHft1Q,Pizza Forever,5439 Babcock Blvd,Pittsburgh,40.5430306,-80.0287562,2.5,10,"Restaurants, Pizza",None,,True,True,True,,False,,False,,True,,False,True,no,11:0-1:0,11:0-23:0,11:0-1:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
369,nlrUUtIO0s0a6umCE55prA,Mulberry's,2316 Mulberry Ave,Cleveland,41.494848499999996,-81.7080677,4.0,18,"Nightlife, Sports Bars, Sports Clubs, Restaurants, Dive Bars, Pizza, Active Life, Bars",full_bar,,False,True,,False,True,average,True,casual,,True,,,,17:0-2:0,17:0-2:0,12:0-2:0,12:0-2:0,17:0-2:0,17:0-2:0,17:0-2:0,False,False,False,False,False,False,False,False,False,False,True,False,False,street,,,,,,,
370,-5NXoZeGBdx3Bdk70tuyCw,Po' Boys Restaurant,"202 E University Ave, Ste C",Urbana-Champaign,40.117709999999995,-88.20590379999999,4.0,71,"Pizza, Barbeque, Restaurants",full_bar,casual,True,True,True,True,True,average,True,casual,True,True,True,True,no,11:0-21:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
371,2alo9GzeOsbg4jeKYFQmxQ,Santo's Italian Restaurant,7565 Pearl Rd,Cleveland,41.3592446,-81.8144552355,3.5,91,"Restaurants, Pizza, Italian, Event Planning & Services, Caterers, Desserts, Food",full_bar,casual,False,True,True,True,True,average,False,casual,False,True,True,True,no,11:0-22:30,0:0-0:0,11:0-22:30,12:0-20:0,11:0-21:30,11:0-13:0,11:0-21:30,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
372,hEtb2D81MtRfKuAd1FdV6w,Farinacci Pizza,9385 Olde 8 Rd,Cleveland,41.3153276,-81.538684,4.0,52,"Pizza, Restaurants",beer_and_wine,,True,False,False,True,True,average,False,casual,False,True,False,True,no,16:0-23:0,,16:0-23:0,16:0-21:30,16:0-21:30,16:0-21:30,16:0-21:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,dinner,False,False,False,True,False,False
373,NLHDJkLStHnuG-VF_b2kpA,Pizza Hut,12720 Chillochothe Rd,Cleveland,41.5229097,-81.33857859999999,1.0,3,"Chicken Wings, Restaurants, Pizza, Italian",,,,True,False,True,True,average,False,casual,True,True,False,True,,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
374,XQ0RIDqgnkXueL6y1CY3Cg,Pizza Hut,5840 Darrow Rd,Cleveland,41.2243011128,-81.4413660765,2.0,4,"Pizza, Chicken Wings, Restaurants, Italian",,,False,True,False,True,True,quiet,False,casual,True,True,False,True,,11:0-23:0,11:0-22:0,11:0-23:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,False,False,False,False,False,,,,,,,,
375,Tiu3iRXMlzEEI6Epp3I8lg,Cafe Sababa,503 E John St,Urbana-Champaign,40.1087243,-88.23157540000001,5.0,5,"Kosher, Vegetarian, Restaurants, Pizza",None,,True,True,False,True,True,average,False,casual,False,True,,True,free,,19:0-20:0,,,11:30-13:30,11:30-13:30,19:0-20:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
376,zsdcQyNJRP553oHEItm1iQ,Sbarro,200 Mall Circle Dr,Pittsburgh,40.4294418618,-79.79488069439999,3.0,8,"Restaurants, Pizza, Italian",None,,,True,,True,True,loud,False,casual,False,True,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
377,qd7KHsn4B4q3CqNw-yxOWQ,Doughboys Pizza,447 West Cottage Grove Rd,Madison,43.088228,-89.21257840000001,4.0,28,"Diners, Pizza, Restaurants, Italian",,,,True,,False,,,False,,True,False,False,,,11:0-22:0,,11:0-22:0,14:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,,,,,,,,,,,,,,,,,,,,,
378,q4N8XvZfK1EuIZWl9QRjgw,Domino's Pizza,"7210 Memphis Ave, Unit B",Cleveland,41.4403749,-81.73498470000001,2.5,5,"Pizza, Restaurants, Sandwiches",,,,,,,,,,,,,,,,10:30-1:0,10:30-0:0,10:30-1:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
379,5cWPgytHCuPq0poBz7r5sw,Jb's Pizza Place,2513 Transport St,Pittsburgh,40.3822291,-79.997244,3.0,4,"Restaurants, Pizza",,,,False,,,True,quiet,False,casual,True,False,False,True,no,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
380,glVr3rLMHVBLONg3_n7_XA,Rascal House Pizza,5220 Northfield Rd,Cleveland,41.418326799999996,-81.5278345,4.0,16,"Restaurants, Chicken Wings, Pizza, Burgers, Sandwiches",None,,False,True,True,True,True,,False,casual,True,True,False,True,free,9:0-1:30,9:0-0:30,9:0-1:30,9:0-0:30,9:0-1:30,9:0-0:30,9:0-0:30,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,lunch,False,False,False,False,True,False
381,MkITdtEYh1ocu7uCJ9R4cA,Pizza Hut,27845 Lorain Rd,Cleveland,41.4118960786,-81.9302067161,2.0,5,"Pizza, Food, Restaurants, Chicken Wings, Italian",,,,True,False,True,True,,False,casual,True,True,False,True,,10:30-0:0,10:30-23:0,10:30-0:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
382,HGXAq1gGFBchML1PffQNnQ,Bellisario Pizza Shop,1842 Homeville Rd,Pittsburgh,40.364916756999996,-79.8720994754,4.0,7,"Restaurants, Pizza",None,,,,,True,True,quiet,False,casual,True,False,False,True,no,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
383,5Hu5StOBGtxFhgV0OSkPSA,Glass Nickel Pizza - Fitchburg,3191 Muir Field Rd,Madison,43.016188,-89.5105348,3.0,46,"Food, Food Delivery Services, Event Planning & Services, Caterers, Restaurants, Italian, Sandwiches, Pizza, Salad",None,,,True,True,True,False,average,False,casual,True,True,False,True,free,10:30-1:0,10:30-23:0,10:30-1:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,latenight dinner lunch,False,False,False,True,True,True
384,uYY6cZmWLKYltbDkHcpkrA,Labcorp,4482 Darrow Rd,Cleveland,41.1874974,-81.44102099999999,2.0,4,"Restaurants, Laboratory Testing, Health & Medical, Diagnostic Services, Pizza",,,,,,,,,,,,,,,,7:30-16:30,7:30-16:30,8:0-12:0,,7:30-16:30,7:30-16:30,7:30-16:30,,,,,,,,,,,,,,,,,,,,,
385,vuqGbDMcRwLTFntf9guD0Q,Papa John's Pizza,1630 State Rd,Cleveland,41.1273077,-81.5087863,3.5,3,"Restaurants, Pizza",,,,True,False,,,,,,True,,False,True,,,,,,,,,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
386,TrCiLMGy_bxbeAQcuSSUeQ,Larry & Carols Pizza,410 Semple St,Pittsburgh,40.4368369,-79.95471690000001,2.5,45,"Italian, Sandwiches, Pizza, Restaurants",None,,True,True,True,True,True,average,False,casual,True,False,True,True,free,11:0-3:0,11:0-0:0,11:0-3:0,11:0-2:0,11:0-3:0,11:0-2:0,11:0-2:0,False,False,False,False,False,False,False,False,False,False,True,False,False,street,,,,,,,
387,6YC6CsXRrmPv_iwfvc9onA,Teresas Pizzeria,9525 State Rt 14,Cleveland,41.2437831,-81.3566613,2.5,13,"Restaurants, Pizza",,,,True,,False,,,False,casual,True,False,False,True,,11:0-23:0,11:0-22:0,11:0-23:0,15:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,
388,fUaK9qAu3n8xVXaKn7BDJQ,Little Caesars Pizza,3004 Broadway,Cleveland,41.443115999999996,-82.1652656,2.5,3,"Restaurants, Pizza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,M-qtsg3fVoG6sWBrDz4-6w,Pizza Parma,963 Liberty Ave,Pittsburgh,40.4437454622,-79.9957663558,3.0,78,"Food Delivery Services, Event Planning & Services, Pizza, Restaurants, Food, Caterers",None,casual,True,True,True,True,True,average,True,casual,True,False,False,True,no,10:0-2:0,10:0-1:0,10:0-2:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,dinner lunch,False,False,False,True,True,False
390,KBSUpQVY_hSudz7796wIJQ,Master Pizza,13311 Pearl Rd,Cleveland,41.3167081092,-81.8349589079,4.5,10,"Pizza, Restaurants",,,,,,True,True,,,,True,,,True,,10:0-23:0,10:0-22:0,10:0-23:0,10:0-21:0,10:0-22:0,10:0-22:0,10:0-22:0,,,,,,,,,,,,,,,,,,,,,
391,pqsNkM5pgbio1x-2HQoefw,BJ's Restaurant & Brewhouse,1819 Washington Rd,Pittsburgh,40.345052,-80.055458,3.5,250,"Pubs, American (New), Nightlife, Restaurants, Bars, Pizza",full_bar,casual trendy,True,True,,True,True,loud,False,casual,True,True,True,True,free,11:0-1:0,11:0-0:0,11:0-1:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,True,False,False,False,False,False,True,False,False,True,False,False,False,lot,dessert dinner lunch,False,False,True,True,True,False
392,G4EBHnNSTWsnqTzxdiv5VQ,Domino's Pizza,300 6th Ave Uppr 100,Pittsburgh,40.441832500000004,-79.99936070000001,1.5,34,"Pizza, Restaurants, Chicken Wings, Sandwiches",None,,False,True,False,False,True,loud,False,casual,True,False,False,True,no,10:0-4:0,10:0-2:0,10:0-4:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
393,v84O7YwkMuwIH8xReJ0xYg,Papa John's,11700 Frankstown Rd,Pittsburgh,40.4663236,-79.825676,2.5,11,"Pizza, Restaurants, Italian",None,,True,True,False,True,True,average,False,casual,True,True,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
394,pGu7YwnkIueer-3r3pkQdg,Rascal House,1836 Euclid Ave,Cleveland,41.501124700000005,-81.6779443,3.0,62,"Breakfast & Brunch, Food Delivery Services, Food, Pizza, Chicken Wings, Fast Food, Restaurants, Sandwiches",beer_and_wine,casual,True,True,True,True,False,quiet,False,casual,True,True,False,True,free,7:0-4:0,0:0-0:0,7:0-4:0,10:30-1:0,7:0-2:30,7:0-2:30,7:0-2:30,True,False,False,False,False,False,False,False,False,False,True,False,False,street,latenight dessert dinner lunch,False,False,True,True,True,True
395,Oy228reHc1KcnY7qiyW9Rg,Slice on Broadway,6004 Centre Ave,Pittsburgh,40.459836700000004,-79.9246771,3.0,28,"Salad, Restaurants, Pizza, Sandwiches, Italian",None,,True,True,True,,True,average,False,,True,,False,True,no,11:0-22:0,11:0-22:0,11:0-22:0,12:0-20:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,True,False,True,False,False,street garage,,,,,,,
396,Dwbjw0039_7fBsNZ9CXF4Q,Pizza Hut,9284 State Route 43,Cleveland,41.2437800931,-81.3450452685,3.0,4,"Chicken Wings, Pizza, Italian, Restaurants",,,,,,,,,False,,True,,,,,11:0-0:0,11:0-23:0,11:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,,,,,,,,,,,,,,,,,,,,,
397,-CxNhGa-yskzfrTP9GX6zA,Papa Murphy's,2041 McCoy Rd,Madison,43.1741991794,-89.2486834,2.5,7,"Restaurants, Pizza",,,,True,,True,True,,False,casual,False,False,False,True,no,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
398,rziLQ_IrRbZMPb3QxCIWUA,Pizza Hut,1424 US Highway 51,Madison,42.9186499996,-89.23809841280001,3.0,5,"Italian, Pizza, Chicken Wings, Restaurants",,,,True,,True,True,quiet,False,casual,True,True,False,True,,10:30-0:0,10:30-22:0,10:30-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,False,False,False,False,False,False,False,False,,,,,,,,,,,,,
399,x96SxIclNKmAgTEjQbkhxg,Pizzazz Pizza & Dining Room,839 Som Center Rd,Cleveland,41.5376932804,-81.438588605,3.5,70,"Pizza, Restaurants",beer_and_wine,casual,False,True,True,True,True,average,False,casual,True,True,True,True,no,11:0-23:0,11:0-22:0,11:0-23:0,16:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
400,-Mm4YqCDM5CqSDDh7HI6Zw,Crust,3000 St Clair Ave,Cleveland,41.512292565900005,-81.6719709244,4.0,38,"Pizza, Italian, Salad, Restaurants",None,,False,True,False,True,True,loud,True,casual,False,True,False,True,no,10:0-14:30,10:0-14:30,,,10:0-14:30,10:0-14:30,10:0-14:30,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,lunch,False,False,False,False,True,False
401,2MiDnjmAK9lu4vX_23vpFQ,Midview Pizza,35113 Royalton Rd,Cleveland,41.313357439099995,-82.00296036489999,3.5,3,"Salad, Chicken Wings, Pizza, Italian, Restaurants",,,,,,,,,,,,,,,,15:0-22:0,,15:0-22:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,,,,,,,,,,,,,,,,,,,,,
402,4qnE3AqOo-gCcckCmEliuA,Marco's Pizza,6096 Mayfield Rd,Cleveland,41.5197741128,-81.4599117076,2.5,10,"Restaurants, Pizza",,,,True,,True,True,,,,True,,,True,,11:0-0:30,11:0-23:0,11:0-0:30,12:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,,,,,,,,,,,,,,,,,,,,,
403,F44RugAixD4yauHlTGXGug,Primanti Bros,8651 Univeristy Blvd,Pittsburgh,40.506615000000004,-80.22270490000001,3.5,255,"Chicken Wings, Restaurants, American (Traditional), American (New), Sports Bars, Pizza, Nightlife, Bars, Sandwiches",full_bar,casual,True,True,False,True,True,average,False,casual,False,True,False,True,free,11:0-2:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,latenight dinner lunch,False,False,False,True,True,True
404,rwKSKNRKXVERaltnjVltEA,Arcade Pizza,5319 Broadway Ave,Cleveland,41.468894799999994,-81.6527965,3.5,26,"Fast Food, Restaurants, Pizza",None,divey,False,False,False,False,True,quiet,False,casual,True,False,False,True,no,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,16:0-4:0,False,False,True,False,False,False,False,False,False,False,True,False,False,street,,,,,,,
405,6Yyrg9dO82ZyQjRl7UzOyw,Emidio & Sons Italian Restaurant - Akron,636 N Main St,Cleveland,41.1023757,-81.5112302,3.0,28,"Venues & Event Spaces, Pizza, Italian, Party & Event Planning, Caterers, Restaurants, Event Planning & Services",beer_and_wine,divey,False,True,True,True,True,average,False,casual,True,True,False,True,no,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,8:0-3:0,False,False,True,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
406,2UCXCbv7qaO3d8FfQd4Ing,Pizza Bellino,5839 Forbes Ave,Pittsburgh,40.4382722,-79.92136740000001,3.0,82,"Restaurants, Salad, Mediterranean, Chicken Wings, Pizza",None,casual,True,True,False,True,False,quiet,False,casual,True,True,False,True,no,10:0-2:0,10:0-1:0,10:0-2:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,latenight dinner lunch,False,False,False,True,True,True
407,kwMJ4KfhEcrk9jiMe-S6wQ,Mercurio's,5523 Walnut St,Pittsburgh,40.451660100000005,-79.93295529999999,4.0,359,"Ice Cream & Frozen Yogurt, Italian, Pizza, Restaurants, Food, Gelato",beer_and_wine,casual classy,True,True,True,True,False,average,True,casual,False,True,False,True,no,11:0-23:0,0:0-0:0,11:0-23:0,13:0-21:0,11:0-22:0,11:0-22:0,11:0-22:0,True,True,False,False,False,False,False,False,True,False,True,False,False,street garage,dessert dinner lunch,False,False,True,True,True,False
408,b1KgvPR5WdhWwR1HRuSpVg,Hungry Howie's Pizza,24533 Center Ridge Rd,Cleveland,41.4574073,-81.8931354,3.0,13,"Pizza, Restaurants, Sandwiches",None,,,True,True,True,True,,False,casual,True,True,False,True,no,10:30-0:0,10:30-22:0,10:30-0:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,,,,,,,,,False,True,False,False,False,lot,,,,,,,
409,Zv1NU6lctxP18tkAvuZWqQ,Novanta,2903 University Ave,Madison,43.0746719,-89.4396142,5.0,11,"Italian, Pizza, Restaurants",beer_and_wine,,True,True,True,,,,True,,False,,,True,free,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-21:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
410,wgXwKEK9MeJruxx7-w178Q,RollHouse Entertainment - Parma,12859 Brookpark Rd,Cleveland,41.417972,-81.7787904,4.0,10,"Laser Tag, Active Life, Restaurants, Pizza, Bowling",full_bar,,True,True,True,True,True,very_loud,True,casual,False,True,False,True,free,9:0-2:0,0:0-0:0,9:0-16:0,9:0-0:0,9:0-0:0,9:0-0:0,9:0-0:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
411,15LVDu1_v97JEx-g97wnfA,Salvatore's Tomato Pies,912 E Johnson St,Madison,43.0848916371,-89.37590025370001,4.5,217,"Pizza, Restaurants, American (New), Mexican, Italian",beer_and_wine,casual,True,True,True,True,False,average,True,casual,True,False,False,True,no,16:0-23:0,0:0-0:0,16:0-23:0,16:0-21:0,16:0-22:0,16:0-22:0,16:0-22:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,dinner,False,False,False,True,False,False
412,yBia51pdmhCmZdnwLa-uUg,Dettore's Pizza,909 W Main St,Pittsburgh,40.2057292,-79.9341958,3.5,10,"Restaurants, Pizza",None,,True,True,False,True,True,average,False,casual,False,False,False,True,no,11:0-23:0,11:0-23:0,11:0-23:0,15:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
413,NiHToxa8Fzx5yM1NYAEgaw,MacKenzie's Pub,1400 Strawn Ave,Pittsburgh,40.5613376,-79.74552920000001,4.0,13,"Restaurants, Pizza",full_bar,,False,True,False,True,True,quiet,False,casual,False,True,False,True,no,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
414,CrIWqmuO2uQWwl3z11K_BA,Pizzeria Antica,10 E Chester St,Urbana-Champaign,40.116856899999995,-88.2430189,4.0,142,"Restaurants, Italian, Pizza, Salad",beer_and_wine,casual,True,True,False,True,False,average,True,casual,False,True,True,True,free,11:0-22:0,0:0-0:0,11:0-22:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,True,False,False,False,False,False,False,False,False,False,True,False,False,street,dinner lunch,False,False,False,True,True,False
415,uQ1Ww4uGbuwpw1pCzkMilA,Angies Pizza,6932 Hillside Rd,Cleveland,41.36878529999999,-81.6384843,3.5,42,"Restaurants, Pizza",beer_and_wine,casual,True,True,True,True,True,average,False,casual,True,True,True,True,free,10:0-0:0,10:0-22:0,11:0-23:0,12:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,True,False,False,False,False,False,False,False,False,True,False,False,False,lot,dinner lunch,False,False,False,True,True,False
416,z_vCijesFnp1zt9-sZkMmA,Mt. Nebo Pizza Roma,1520 Mt Nebo Rd,Pittsburgh,40.5531734,-80.1060628,3.0,17,"Restaurants, Pizza",None,,False,False,,True,True,average,False,casual,True,True,False,True,no,11:0-23:0,11:0-22:0,11:0-23:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
417,x2wfT_y8TgCfEHD7DSyL5A,Fox's Pizza Den,12244 Frankstown Rd,Pittsburgh,40.4722645,-79.819125,2.5,6,"Sandwiches, Restaurants, Pizza",,,,,,,,,,,,,,,,11:0-23:0,11:0-22:0,11:0-23:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,,,,,,,,,,,,,,,,,,,,,
418,QCZwZLYHkTyYQDr6jdjKjA,Graziano's Pizzeria,4109 Penn Ave,Pittsburgh,40.4658735,-79.9548753,3.5,38,"Restaurants, Pizza",beer_and_wine,,True,True,False,True,True,average,True,casual,True,True,False,True,no,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,
419,XO8oVmObhdsGT1Blrby2-w,Grande Pizza,5354 William Flynn Hwy,Pittsburgh,40.617872399999996,-79.9451245,3.5,10,"Pizza, Restaurants",None,,False,True,,True,True,average,False,casual,False,True,False,True,no,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
420,tXb1E3YDgB_13sb6wxXiQA,Zeppe's Pizzeria,9950 Johnnycake Ridge Rd,Cleveland,41.6799974,-81.2825517,2.5,6,"Caterers, Restaurants, Desserts, Food, Pizza, Event Planning & Services, Salad, Italian",None,,True,True,True,,False,,False,,True,,False,True,free,11:0-23:0,11:0-22:0,11:0-23:0,12:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,False,False,False,False,False,False,False,False,False,True,False,False,False,lot,,,,,,,
